"cycle","state","modeldate","candidate_name","start_date","end_date","pollster","samplesize","population","weight","influence","pct","house_adjusted_pct","trend_and_house_adjusted_pct","tracking","poll_id","question_id"
2020,"Utah",44138,"Joseph R. Biden Jr.","44095",44123,"SurveyMonkey",2239,"lv","4.2550200000000003E-2",0.0148431,45,43.30414,43.56149,"T",71473,133911
2020,"Utah",44138,"Joseph R. Biden Jr.","44095",44122,"SurveyMonkey",2187,"lv","0",0,45,43.30414,43.58289,"T",71388,133727
2020,"Utah",44138,"Joseph R. Biden Jr.","44093",44121,"SurveyMonkey",2152,"lv","4.5348600000000003E-2",0.0137101,45,43.30414,43.60603,"T",71306,133566
2020,"Utah",44138,"Joseph R. Biden Jr.","44093",44120,"SurveyMonkey",2112,"lv","0",0,44,42.30967,42.63916,"T",71248,133449
2020,"Utah",44138,"Joseph R. Biden Jr.","44092",44119,"SurveyMonkey",2002,"lv","2.4765499999999999E-2",0.0063354,44,42.30967,42.66751,"T",71187,133322
2020,"Utah",44138,"Joseph R. Biden Jr.","44091",44118,"SurveyMonkey",1913,"lv","2.5429899999999998E-2",0.0059139,44,42.30967,42.69522,"T",71113,133172
2020,"Utah",44138,"Joseph R. Biden Jr.","44090",44117,"SurveyMonkey",1843,"lv","2.6549300000000001E-2",0.0055568,44,42.30967,42.72319,"T",71019,132965
2020,"Utah",44138,"Joseph R. Biden Jr.","44088",44116,"SurveyMonkey",1783,"lv","5.3767299999999997E-2",0.0100032,44,42.30967,42.75043,"T",70969,132799
2020,"Utah",44138,"Joseph R. Biden Jr.","44075",44104,"SurveyMonkey",1192,"lv","0.2716615",0,42.3,40.62108,41.54392,"T",70301,130996
2020,"South Carolina",44138,"Joseph R. Biden Jr.","44085",44094,"Morning Consult",764,"lv","0.84001999999999999",0,44,44.00369,44.80875,"T",69637,129829
2020,"South Carolina",44138,"Joseph R. Biden Jr.","44036",44045,"Morning Consult",741,"lv","0.82769409999999999",0,44,44.00369,45.00088,"T",67881,127091
